"MLS Number","Type","Air Conditioning","Apartment YN","List Price","Patio","% Interests In Common Elmts","School Elementary","School High","School Junior","School Middle","Photo Count","Pool Type","Pools Num","Property Type","Prop Type","Rear Yard Vehicle Access YN","Roof Type","Gas Type","Green Building Cert Attached YN","Heating","Lot Size","Navigable YN","Original List Price","Out Building","Approx Living Area","Acres#","Appliance Included","Bounding Streets","Car Storage","Condition","Energy Efficient Features","Exterior","Exterior Features","Fireplace","Foundation","LP/SqFt","Age Desc 1","Cond","Approx Total SqFt","Beds Total","Baths Full","Baths Half","Age","DOM","Car Stor","Sold Price","Sold Date","SP$/SQFT"
"CN160094","SGL","Central","","$119,000","","","","","","","19","","","Residential","RES","","Asphalt","","","Central","105 x 113 x 100 x 140","","","","1,249","0.30","","","Attached, Carport","","","","","","","$95.28","","","1,678","3","2","","","76","AT,CP","$115,000","04/12/2021","$92.07  "
"CN160011","SGL","Central, Window Unit","","$179,900","Covered","","","","","","33","Inground","1","Residential","RES","","Asphalt","","","Central","130X120X19X209X208X209X59X120","","","Shed, Workshop","2,294","1.37","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Carport","","","","Fence, Porch","Wood, Yes","Slab","$78.42","","","2,890","4","1","1","","52","2,AT,CP","$179,000","02/26/2021","$78.03  "
"CN160063","SGL","Central","","$216,000","Covered","","","","","","36","","","Residential","RES","","Shingle","","","Central","81.27X149.68X84.96X158.76","","","","1,561","0.29","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Attached, Driveway Only, Garage","","","Other, Vinyl Siding","Fence","Yes","Slab","$138.37","","","2,515","3","2","","","3","2,AT,DR,GR","$216,000","01/28/2021","$138.37  "
"CN160118","SGL","Central","","$159,900","","","","","","","15","","","Residential","RES","","Asphalt","","","Central, Gas","259x310x336x63","","","Shed","1,751","1.13","Dishwasher, Refrigerator, Range/Oven","","Two, Carport, Driveway Only","","","Cedar, Frame","Porch","Gas, Yes","","$91.32","","","2,553","2","2","","","97","2,CP,DR","$155,000","05/06/2021","$88.52  "
"CN160126","SGL","Central, Heat Pump","","$348,800","Covered","","","","","","45","Inground","1","Residential","RES","","Shingle","","","Central, Gas","26x46'x64'x187'x140'x129'x158'","","$348,800","Workshop","2,526","0.77","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Carport","","Insulation, Windows","","Fence, Porch, Sprinkler System","Wood, Yes","Slab","$138.08","","","3,093","3","2","1","","4","2,AT,CP","$351,000","01/20/2021","$138.95  "
"CN160128","TNH","Central","","$192,000","","","","","","","14","","","Residential","RES","","Metal","","","Central","310.9x210x210x1006.9x407x1340","","","Guest House, Shed, Workshop","1,669","11.20","CookTop, Range/Oven","","Two, Carport, Detached","","","Frame, Metal","Porch","","Raised","$115.04","","","2,810","2","2","","","148","2,CP,DE","$192,000","06/30/2021","$115.04  "
"CN160137","SGL","Central","","$168,000","","","","","","","12","","","Residential","RES","","Asphalt","","","Central","103 x 190","","","","1,530","0.45","","","Attached, Garage","","","","","","","$109.80","","","2,183","3","2","","","2","AT,GR","$170,000","01/22/2021","$111.11  "
"CN160135","SGL","Central","","$264,000","Covered","","","","","","47","","","Residential","RES","","Shingle","","","Central","14x66x147x85x34","","","","1,920","0.26","Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Driveway Only, Garage","","Insulation, Windows","","Fence, Porch","Yes","Slab","$137.50","","","2,655","4","2","","","7","2,AT,DR,GR","$274,000","01/25/2021","$142.71  "
"CN160152","SGL","Central","","$259,500","","","","","","","51","","","Residential","RES","","Shingle","","","Central","See Attached Survey","","","Workshop","2,155","7.49","CookTop, Microwave, Range/Oven","","","","Solar","Frame, Vinyl Siding","","Gas, Yes","Raised","$120.42","","","2,325","4","2","","","33","","$248,000","03/30/2021","$115.08  "
"CN160167","SGL","Central","","$79,200","Covered","","","","","","26","","","Residential","RES","","Asphalt","","","Central","248.77 x 87.75","","","","1,920","0.50","","","","","","Vinyl Siding","Fence","Wood, Yes","","$41.25","","","2,140","3","2","","","93","","$80,000","05/07/2021","$41.67  "
"CN160199","SGL","Central","","$120,000","","","","","","","11","","","Residential","RES","","Asphalt","","","Central","253.72x140.55x305.45x190","","","","1,424","1.32","CookTop, Refrigerator, Range/Oven","","Two, Attached, Carport","","","Vinyl Siding","Fence","","Raised, Slab","$84.27","","","1,524","3","1","1","","6","2,AT,CP","$120,000","02/05/2021","$84.27  "
"CN160039","SGL","Central","","$286,900","Covered","","","","","","11","Inground, Salt Water","1","Residential","RES","","Asphalt","","","Central","333.9 x 263.9","","","Shed","2,633","2.00","CookTop, Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Carport, Driveway Only","","Insulation, Windows","","Fence, Porch","Wood, Yes","Slab","$108.96","","","3,053","4","3","","","77","2,AT,CP,DR","$287,000","06/11/2021","$109.00  "
"CN160211","SGL","Central","","$130,000","Covered","","","","","","25","","","Residential","RES","","Shingle","","","Central","80 x 141.24 x 85 x 141.24","","","","1,212","0.26","CookTop, Dishwasher, Refrigerator, Range/Oven","","One, Carport, Driveway Only","","","","Fence","","Slab","$107.26","","","1,744","3","1","1","","3","1,CP,DR","$130,000","02/08/2021","$107.26  "
"CN160269","SGL","Central","","$65,000","","","","","","","18","","","Residential","RES","","Metal","","","Central, Gas","145x530","","","Workshop","1,890","2.00","CookTop, Dishwasher, Refrigerator, Range/Oven","","One, Carport","","","Frame","Porch","","Raised","$34.39","","","2,130","3","2","","","38","1,CP","$65,925","04/20/2021","$34.88  "
"CN160242","SGL","Central","","$175,800","Covered, Yes","","Tioga Jr.","Tioga High","","Mary Golf","29","","","Residential","RES","","Asphalt","","","Central","208.5x408.5","","","Green House, Shed","1,514","1.96","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Carport","","Insulation, Windows","Vinyl Siding","","","Slab","$116.12","","","1,914","3","2","0","","94","2,CP","$175,800","05/05/2021","$116.12  "
"CN160214","SGL","Central","","$203,000","Covered","","","","","","19","","","Residential","RES","","Asphalt","","","Central","95x172x37x71x163","","","Shed","1,579","0.35","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Driveway Only, Garage","","","","Fence, Porch","Wood, Yes","Slab","$128.56","","","1,950","3","2","0","","24","2,AT,DR,GR","$200,000","03/01/2021","$126.66  "
"CN160266","SGL","Central","","$258,900","","","J.I.Barron","Pineville","","Pineville","12","","","Residential","RES","","Shingle","","","Central","60'x110'","","","","1,672","0.15","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Driveway Only, Garage","","Insulation, Windows","","Porch","","Slab","$154.84","","","2,500","3","2","","","181","2,DR,GR","$244,900","08/27/2021","$146.47  "
"CN160277","SGL","Central","","$64,900","Covered","","","","","","22","","","Residential","RES","","Asphalt","","","Central","158.72 x 137.22","","","","1,500","0.50","","","Attached, Carport","","","Frame","Fence, Porch","","Slab","$43.27","","","1,600","3","2","","","50","AT,CP","$45,000","03/01/2021","$30.00  "
"CN160177","SGL","Central","","$135,000","","","","","","","20","","","Residential","RES","","Asphalt","","","Central, Gas","75X100X75X100","","","Workshop","1,409","0.17","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","One, Attached, Carport, Garage","","","Vinyl Siding","Fence, Porch","","Raised, Slab","$95.81","","","1,652","3","2","0","","17","1,AT,CP,GR","$135,000","02/25/2021","$95.81  "
"CN160281","SGL","Central","","$189,900","Covered","","","","","","25","","","Residential","RES","","Shingle","","","Central","164X513X164X486","","","Shed","1,724","2.02","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Carport, Driveway Only","","Insulation, Windows","Vinyl Siding","Fence, Porch, Sprinkler System","Wood, Yes","Slab","$110.15","","","2,179","3","1","1","","1","2,AT,CP,DR","$190,450","02/10/2021","$110.47  "
"CN160294","SGL","Central","","$202,500","","","","","","","42","","","Residential","RES","","Shingle","","","Central, Gas","125x92.14x288.4x114x136.70","","","","1,633","0.79","Disposal, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Driveway Only, Garage","","Insulation, Windows","Vinyl Siding","Fence, Porch","","","$124.00","","","1,952","3","2","0","","16","2,DR,GR","$203,000","03/01/2021","$124.31  "
"CN160309","SGL","Central","","$226,000","","","","","","","9","","","Residential","RES","","Asphalt","","","Central","150x146x72x151x9x15x2","","","Workshop","2,035","0.43","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Two, Attached, Carport, Driveway Only","","Insulation, Windows","","Fence","Wood, Yes","Slab","$111.06","","","2,450","4","2","","","6","2,AT,CP,DR","$230,000","02/22/2021","$113.02  "
"CN160308","SGL","Central","","$255,000","Covered","","","","","","33","","","Residential","RES","","Asphalt","","","Central, Gas","98,446","","","Kennels, Workshop","1,854","2.20","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Attached, Driveway Only, Garage","","Insulation, Windows","Brick, Frame","Fence","Gas, Yes","Slab","$137.54","","","1,854","3","2","","","5","2,AT,DR,GR","$240,000","03/02/2021","$129.45  "
"CN160304","SGL","Central","","$197,000","Covered","","","","","","35","Community, Inground","1","Residential","RES","","Shingle","","","Central","75x 215x128","","","","1,849","0.43","CookTop, Double Oven, Dishwasher, Microwave, Refrigerator","","Two, Driveway Only, Garage","","","","Fence, Porch, Tennis Court","Wood, Yes","","$106.54","","","2,000","3","2","","","3","2,DR,GR","$188,000","02/09/2021","$101.68  "
"CN160326","SGL","Central","","$190,000","Yes","","","","","","22","","","Residential","RES","","Asphalt","","","Central, Gas","105x180 and 183x260","","","Workshop","2,581","1.52","Disposal, Dishwasher, Microwave","","Driveway Only","","","","","Wood, Yes","Slab","$73.61","","","2,650","4","2","1","","16","DR","$200,027","05/27/2021","$77.50  "
"CN160351","SGL","Central","","$125,000","","","","","","","19","","","Residential","RES","","Asphalt","","","Central","78x150x55x152","","","","1,075","0.23","Dishwasher, Refrigerator","","Attached, Garage","","","Frame","Fence","","Raised","$116.28","","","1,280","2","1","","","12","AT,GR","$125,000","03/05/2021","$116.28  "
"CN160341","SGL","Central","","$365,000","","","","","","","11","","","Residential","RES","","Metal","","","Central","132x59x965.79x152x992","","$385,000","","4,674","3.54","CookTop, Disposal, Dishwasher, Refrigerator","","Attached, Carport","","Insulation, Windows","Concrete, Stucco","Bayou","Yes","Slab","$78.09","","","5,528","5","4","","","258","AT,CP","$356,000","11/19/2021","$76.17  "
"CN160345","SGL","Central","","$307,000","Covered","","","","","","19","","","Residential","RES","","Shingle","","","Central","223x198x223x198","","","","2,912","1.03","CookTop, Dishwasher, Microwave, Range/Oven","","Two, Carport","","Insulation","","Fence","Wood, Yes","Slab","$105.43","","","3,774","4","2","1","","25","2,CP","$307,000","03/18/2021","$105.43  "
"CN160352","SGL","Central","","$175,000","","","","","","","21","","","Residential","RES","","Asphalt","","","Central, Gas","10X295X98X278","","","","2,048","0.80","CookTop, Dishwasher, Microwave, Range/Oven","","Two, Attached, Carport","","Insulation, Windows","Vinyl Siding","Fence","","Slab","$85.45","","","3,150","3","2","","","3","2,AT,CP","$160,000","02/09/2021","$78.13  "
"CN160377","SGL","Central","","$165,000","","","","","","","20","","","Residential","RES","","Asphalt","","","Central","94x126x92x136","","","Shed","1,525","0.29","CookTop, Dishwasher, Range/Oven","","Attached, Carport, Driveway Only","","Insulation, Windows","Brick, Frame, Vinyl Siding","Fence","","","$108.20","","","1,846","3","2","","","4","AT,CP,DR","$165,000","03/18/2021","$108.20  "
"CN160402","SGL","Central","","$230,000","","","","","","","19","","","Residential","RES","","Shingle","","","Central","155.26x158.57x166.72x90.35","","","","1,907","0.43","Range/Oven","","Two, Garage","","","","Fence","Yes","","$120.61","","","1,930","3","2","","","4","2,GR","$230,000","01/28/2021","$120.61  "
"CN160385","SGL","Central","","$165,000","Yes","","","","","","23","Community","","Residential","RES","","Asphalt","","","Central","90x145x110x147","","","Shed","1,539","0.34","CookTop, Disposal, Dishwasher, Range/Oven","","Two, Attached, Driveway Only, Garage","","","","Fence, Porch, Tennis Court","Wood, Yes","Slab","$107.21","","","1,989","3","2","","","2","2,AT,DR,GR","$168,000","03/03/2021","$109.16  "
"CN160414","SGL","Central","","$239,900","","","J.I.Barron","Pineville","","Pineville","7","","","Residential","RES","","Shingle","","","Central","64x45x30x110x94x155","","","","1,555","0.18","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Attached, Driveway Only, Garage","","Insulation, Windows","","Porch","","Slab","$154.28","","","2,199","3","2","","","153","2,AT,DR,GR","$240,000","08/19/2021","$154.34  "
"CN160442","SGL","Central","","$172,000","Covered","","","","","","35","","","Residential","RES","","Asphalt","","","Central, Gas","151x103x152x103","","","","2,319","0.36","CookTop, Dishwasher, Microwave, Refrigerator, Range/Oven","","Driveway Only","","","Aluminum Siding","Fence","","Slab","$74.17","","","3,393","3","2","","","20","DR","$172,000","03/29/2021","$74.17  "
"CN160420","SGL","Central","","$210,000","Covered","","","","","","36","","","Residential","RES","","Asphalt","","","Central, Gas","133.8 x 219.9 x 127 x 180","","","","2,518","0.71","CookTop, Range/Oven","","Two, Three or More, Attached, Garage","","","","Fence","","","$83.40","","","3,308","3","2","","","3","2,3PLUS,AT,GR","$205,500","02/01/2021","$81.61  "
"CN160343","SGL","Central","","$175,000","","","","","","","20","","","Residential","RES","","Shingle","","","Central","118x312x128x313","","","Shed","1,628","0.90","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Carport","","","","","Wood, Yes","Slab","$107.49","","","2,421","3","2","","","26","2,CP","$167,000","03/08/2021","$102.58  "
"CN160454","SGL","Central, Heat Pump","","$312,000","Covered, Yes","","","","","","30","Inground, Salt Water","1","Residential","RES","","Shingle","","","Central","47x228x211x146","","","Shed","2,294","0.45","CookTop, Disposal, Dishwasher, Microwave, Range/Oven","","Two, Attached, Covered, Driveway Only, Garage","","","Stucco","Fence, Porch","Wood, Yes","Slab","$136.01","","","3,087","4","3","","","2","2,AT,CV,DR,GR","$317,000","02/12/2021","$138.19  "
"CN160443","SGL","Central","","$137,500","","","","","","","20","","","Residential","RES","","Asphalt","","","Central","100x151.35x69.05x128.7","","","","1,330","0.34","CookTop, Dishwasher, Microwave, Range/Oven","","","","Insulation, Windows","Brick, Frame","Fence","","","$103.38","","","1,450","3","2","","","2","","$138,000","03/05/2021","$103.76  "
"CN160463","SGL","Central","","$78,900","","","","","","","2","","","Residential","RES","","Asphalt","","","Central","103'X317'x102'x308'","","","","1,600","1.47","","","Two, Carport","","","","","","Slab","$49.31","","","2,080","3","2","","","2","2,CP","$78,000","07/23/2021","$48.75  "
"CN160479","SGL","Central","","$138,900","Yes","","","","","","9","","","Residential","RES","","Asphalt","","","Central, Gas","89.7 x 165 x 89.7 x 162","","","","1,125","0.34","CookTop","","One, Attached, Carport","","","","Fence","","Slab","$123.47","","","1,416","3","1","1","","5","1,AT,CP","$138,900","02/26/2021","$123.47  "
"CN160504","SGL","Central","","$276,900","Covered","","","","","","24","","","Residential","RES","","Shingle","","","Central","200x39x91x160x390x241","","","","1,680","1.40","Disposal, Dishwasher, Microwave, Range/Oven","","Two, Driveway Only, Garage","","Insulation, Windows","","Porch","Wood, Yes","Slab","$164.82","","","2,500","3","2","","","38","2,DR,GR","$272,000","03/23/2021","$161.90  "
"CN160529","SGL","Central","","$149,500","Covered","","","","","","23","","","Residential","RES","","Metal","","","Central, Gas","115x197x140x172x25","","","Shed, Workshop","1,422","0.62","CookTop, Microwave, Refrigerator, Range/Oven","","Two, Carport","","Insulation","","Porch","Yes","Slab","$105.13","","","2,579","3","1","0","","34","2,CP","$145,000","03/31/2021","$101.97  "
"CN160505","SGL","Central","","$110,000","","","","","","","11","","","Residential","RES","","Asphalt","","","Central, Gas","80 x 94 x 62 x92","","","Shed","1,174","0.15","CookTop, Dishwasher, Range/Oven","","","","","Cedar","Fence","","Slab","$93.70","","","1,174","2","1","0","","8","","$110,000","03/08/2021","$93.70  "
